Customer_ID,Avg_Delivery_Time,Avg_Distance,Avg_Efficiency_Percent,Total_Orders
041087dfb96d6042cbf453bebd894b17fba6c290368887123b1845c90f11e492,17.0,2.0,23.52941176470588,1
043fe7e0f66fc50f5063282e6db52111d482ee7e78ed0ccfd05bcb4f73770cf4,15.0,1.0,13.333333333333334,1
045ee7ff707e339c00876df349e7a58a622653c84267138b008bdd551130aca1,17.0,3.0,35.294117647058826,1
046557f688c84da5410196fa640819d46f42f0a31ad6b8b59982988b226ade7a,19.0,1.0,10.526315789473683,1
04684afd1294184cf9616aacf84c111ffbfc3663222a6938e7c5da4843aca182,10.0,6.0,100.0,1
046bc2ae014a439f89ca3574623f18fb867dba57d83b988a02d7e5e8f4711360,27.0,4.0,29.629629629629626,1
047cc099f2d8b3f965a4d15aced78d56141d8d8525291de9ef3e1564ad84f31b,37.0,2.0,10.81081081081081,1
04a894551b11ff4f690d97f355ab3185ff5a61f5cf72b48b9c84c9e5b79df132,36.0,2.5,16.558441558441558,2
04ad0ce2d6ed2bbcd4bc7b126a2d0d466a0d1c0b75aa752eea164c39db4f551f,42.0,3.0,14.285714285714285,1
04db6c50b6302546390ad0d185a93ff32d2b564f633ebbb32998650f44aecdd7,25.0,3.0,24.0,1
04fda0c982d918e8266f4bb65b06e18fcbfde5df489bf4ab0021500f4603969b,39.0,1.0,5.128205128205128,1
052d2018ba5b5d5f406f51a9cb65693f74a6d2efb6a03cb6b7f394d8ac96db09,20.0,7.0,70.0,1
053f1c61f73de7ea3c6414c50357c8b8d8e73e94471533aab28fef0ee3ef1849,31.0,1.0,6.451612903225806,1
055fb8b9e577e19536e5416c584223dfeba49776db5dc31e798aa40c45d91498,13.0,3.0,46.15384615384615,1
056027e8e28c1ebd006f8c0060d278b7033877c64b2a676909e7079d0857db06,23.5,4.5,35.526315789473685,2
057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,34.666666666666664,5.333333333333333,36.00891861761426,3
058beff6e509fad2da479b49ffd12fd5b1a00604f699062b73e5d1195713b9bb,25.0,2.0,16.0,1
058c5e203951d955270d261ccbbe162804991db7eb362a1be2d5ca6ed011fa3d,15.0,2.0,26.666666666666668,1
059272999b55cc82dd2e03212868ca5d01e2933508c923f3c7c9047d1d79271f,15.0,4.0,53.333333333333336,1
05db6e3a245ca12e90278adb1986f6da79d5056b7c6b7f8f095eecd04e570ec8,15.0,7.0,93.33333333333333,1
06189cdf1b182d68072edd40530ad42c1c9a3aa22110dcb2e9a8939a61d878b9,15.0,7.0,93.33333333333333,1
061c0d25ea52653a9cf8a18f9d78f608fd70246bc96075ce05fb652984f693ef,18.0,0.0,0.0,1
0642bc14063e09ae72651525307e3eef11543979140f421e872eaed2fac2ae20,29.0,1.0,6.896551724137931,1
06cf1bb567462fc2cd8c11546d6daf71fbd5f670ee06e6353c509d63a10b2425,20.0,4.0,40.0,1
06fedfa8ac58a5eaf2436a175a5abead5d5e4c147c30e082c14cb60a6f79021a,39.0,1.0,5.128205128205128,1
07011b764bf7a937946bfef5270d5d023c00414a92b2e1abcb47ad7ae0d46f07,19.0,1.0,10.526315789473683,1
0718960412f55f88ab20f5ef65abc72e7d59a38ae89e8be8ebdf6a99c34ad2b2,19.0,7.0,73.68421052631578,1
072368d2f5e6867fcc4627b23bed6082e37f640c05bdf037d73a17afd63d8c60,17.0,6.0,70.58823529411765,1
076d77f04269938df65a7bff427555e03258652100679f5448fb4bc59f573890,15.0,9.0,100.0,1
0779a0d47f0cb126959317a3592c3022c77a02a0c1c34f7b29f8baffc037e1ec,19.0,8.0,84.21052631578947,1
07a7aa17f32b4714ecf40acaf98306918db66e1f7d3bd9a4b25ed1ef8faa8c55,29.0,7.0,48.275862068965516,1
07b3dac3fe2a29afc29d2e500dd71ea78c1fd9cff9dd6b52d03bd6da14536bc5,22.0,3.0,27.27272727272727,1
07b5fd8da81c0861188fc13bc86adfba3071ad5e4503a5d683b143ddec9b326e,42.0,2.0,9.523809523809524,1
07bbb7397f290ca90f0a2adbb3ad7b05fb03aab53c289495aa552606bbaf3519,25.0,3.5,41.22807017543859,2
07d651cb9dd81ef481de0cd8bc90cd26f8e704cb1d023dc4b56050a70d8d2fc0,23.0,3.0,26.08695652173913,1
07d85ee9a5bd81f39e9454aedfa9fe42e6527712fdb0b913865fbba04d9e7589,15.0,2.0,26.666666666666668,1
07d922c68b57003f2f83b1fff4dc45c68a9d5369dad54e4523cb15d0e7119200,24.0,8.0,66.66666666666666,1
07e83c6ca5db1e1c28a490cb1ed31fbd95a20eb27c9a85cd1b45b79d37b2f885,37.0,2.0,10.81081081081081,1
07fdcb2f930959a44ab671ef82818966cae93f10050553824690c6e164502bea,18.5,3.5,46.794871794871796,2
0819899d1b1de59c80527e2a85fcf612e4113a44bf426550424b51360b4723b3,16.0,3.0,37.5,1
0826555cdd2f92c3b0d1e953ddfdc97d7b74a4cc63dab699867486ce02c34a97,17.0,8.0,94.11764705882352,1
082aec23424e4291467c0dff18e0ec41460252058900934070e2f8c62e9ebed1,30.666666666666668,2.6666666666666665,18.095238095238095,3
082d5e2365f117b703a417749ade69046fac9cb245e5a7e5bf1bd1e87995e5c5,39.0,1.0,5.128205128205128,1
0836814202c54bb2934aa1163a090a05d7c36c6066cfd0ac64aa25ac7755ce70,18.0,3.0,33.33333333333333,1
08396d2e66b7a6ab52ca5e99e83aa065d79fcf5e2e71d7b6bc5f932d6fe013d4,28.0,2.0,14.285714285714285,1
0841c5533c618bd6361b49a4d434380e54a7fc5fcf8abc7375bd5b4b8d67a67b,18.0,1.5,16.666666666666664,2
08f305ceaead529cc1ec1427a24120c0db37b0130a2cb8052a58d506d4ae7f42,49.0,3.0,12.244897959183673,1
0920f4db393ca8f7e4df8aa2f1b7aa193b1f060ac7c01845a40243400069939f,15.0,4.0,53.333333333333336,1
092a77e2603f48b6e0dc04adc7a9f7895fe63dc9f0c296d9440d8fe9d405fd3b,21.0,3.0,28.57142857142857,1
0934041730d55532147f805a3317d95d97e9202e2325f6598377ff3ad72eb8af,23.0,6.0,52.17391304347826,1
0942c2139599c25fecdd0e35a97bf208eef98df71f6475874179219e11e0f30c,11.0,3.0,54.54545454545454,1
096a9f7a0c5cf71b57729f2de20cf0080b608dffe8e9c77bf9fa4a3055568590,25.0,4.75,41.39175367116543,8
09c1c9d357170de1db17149f921ab3d0430e51f1780c572d5540f3a2fa03ada7,20.0,2.0,20.0,1
09dbfadaa18483c45800d2573eff677ae43eba6aa2c178412fd2f52929bed94b,19.0,0.0,0.0,1
0a02926a5ea87889f7e7e8306d6f0dc2f273f0e93f1d6958cb2d535b852db65f,35.0,1.0,5.714285714285714,1
0a0ef31fa8d77e38185d3aba6d1bda1f34f62a0badb8b9cc434e338573534943,50.0,7.0,28.000000000000004,1
0a299b2d813b99f45018a6af6c423279b5a0cba30d8c7f3a3f0a69fdfae3c865,34.0,0.0,0.0,1
0a313297ecc985864a391d26c95c0e4d1cb91c5195db8acb8767f0b62b91030c,17.0,5.0,58.82352941176471,1
0a39e053002f03778d807079f38fe5d6919c06125b489c44b2bdd858f7e2da1a,25.0,3.0,23.510466988727856,2
0ac70bd30bb89b13ac6c964c01434d170fae302cfbd09f1b6f7400401e5265ea,34.0,4.666666666666667,28.012150451174847,3
0b0160d65e117e3d73a6a4b6e8d99102fddfa76df2290d4db0eafac23003d8c2,26.5,2.5,18.695652173913043,2
0b021075b26ac8908d11f8cc0fad3afd94a9fcb9ca28e716fc655ef1766ae0ee,19.0,2.0,21.052631578947366,1
0b27fbd0f3d23ea7d1489103f3c0edfd4edf48f5c4a964484f72bfedf8a1088a,27.0,1.0,7.4074074074074066,1
0b2a45c8a30520edc4aa493435d966536caabb26c31a5f3962b24730b4b93403,28.0,1.0,7.142857142857142,1
0b3153f5ce6551e60a56ac80f74390593f83922d940f5eda626da1790c5b87a4,24.0,2.0,16.666666666666664,1
0b37295af380fbcea602b8d222c40c8ec7c999015269e1734f07b14a822c1f43,36.0,1.0,5.555555555555555,1
0b56e5f9f248b1ba05f0f1ce0c21d38a5423c8713940c464df484c8ca542bfa5,30.2,5.0,31.78550481776288,5
0b59ac9878d540534db4972414b0244ea56d0f8cf25484017b405a988361e1fe,30.0,1.0,6.666666666666667,1
0b5fd6204af7c52628a559147ac7fc08b4b4db49d12af218c47690f8e813a371,22.0,4.0,36.36363636363637,1
0b6168cbaf96aa5a0ae6b46d19d83ec9cad0d9508d43d7ab6fc29796adb7cd50,43.0,0.0,0.0,1
0b7fb86f42901c2d86d9ca8bda393602f8fd954b1028fb65d3230312c5c2ea34,48.0,3.0,12.5,1
0b8ecff5942c2cb265f30e293185a9281e6a68f2cd518afc5ddb2f549d94d49d,19.0,2.0,21.052631578947366,1
0babf942e96870c81e4e68981c0be460959912a9832439fb1b1085678ac97fd0,21.0,2.0,19.047619047619047,1
0be65b353201b1ffda989e589f341da7361b3331630b974563479d94cf6e956c,44.0,1.0,4.545454545454546,1
0bf24b66598e833eed3cac221e00b58d9dfd7450e7652814262a9f74e876c603,26.0,2.0,15.384615384615385,1
0c1b4b418a8ea8b875f51b8e8c9d246a981cce89abda960666e1a1c6dc6d144a,28.5,3.5,26.30272952853598,2
0c4fe454b8626c231d2f74fb033cf63d5e997f216d0e439a5709842819216b3b,26.75,5.0,38.95285087719298,4
0c62cae0e51ea4d4e03fe0f9be67b1fbe4391c286b9ed3f0b1f7626ad0058286,17.0,6.0,70.58823529411765,1
0c8ab039d438e4aac736812dfd086f057ff83e00b3ab4e7b2d71dfc176a201f6,11.0,9.0,100.0,1
0cb3ba7175cf16f61b5f93ae9533aeaa384c2d7ef2afb7cd879d2086d5ddc3fd,31.0,2.0,12.903225806451612,1
0cc528c0160b3b4efd60db437e3c5dfbf8b03212ddc0f368632e75e8c0ebafe3,43.0,2.0,9.30232558139535,1
0cc9964371d9f1e152cbc1732c60e43d64e777868522805f60aa150053c461ba,25.0,2.0,16.0,1
0ce312fd5daa06b3795730638685d9c1f12a5465c166d88b0b2e11d93f27a8f1,22.0,0.0,0.0,1
0cf53eabcb8781c12b1ef6004325fcbcb188a6532c276ea645b3ccf07df06157,42.333333333333336,1.6666666666666667,7.899593946105575,3
0cf9a29caadb91b0ff78720041df04990d419ea5292b3ef0db4f2c122a434837,25.5,2.5,20.588235294117645,2
0d1472ec2932c4379e98ed31a9c6b540672c183cd68d5cb3f97b77573dd515ad,25.0,3.0,24.0,1
0d33888c159311c60f9a96915b720be375c35444292977b1ae3d29a40df76dd3,54.0,7.0,25.925925925925924,1
0d372c57645c12ce7c1b3bed9c2821080fb635e7c20059ecec883ed8bcbd421e,21.0,1.0,9.523809523809524,1
0d3e7d0fa5c4cde97e568d9f52fb63515af06f8ff8207b79800c5413bcaa90a0,34.0,1.0,5.88235294117647,1
0d4e1a6f5d55e42839d75c0e638e37803e012033503d0fa9cc727ec09b7b53dd,36.0,1.0,5.555555555555555,1
0d4e5f880a0a323b22774af74c9927a39426851b5db567dfcbe5b8c398371d1b,17.0,2.0,23.52941176470588,1
0d744d4e7f94bd43580b641998dca7ae013aee447c0102f93bc76bd791641bb5,16.0,4.0,50.0,1
0d91c9fe5ac5cc603173b6256248651379d35916b7ff91ea48e97998b25345ae,27.0,4.0,29.629629629629626,1
0dd868644e291908d75cef58588075ffcce6187017d50b146a201eac26659e25,26.0,4.0,30.76923076923077,1
0de61ef7d3360f8ee8cca05fabf829634e9499c32bf5de0a8504fa9fe337558a,46.0,5.0,21.73913043478261,1
0e047cd844ca08651c2eea1f5c45a4a727a6069799c39292c6ad4592b17cabc3,29.0,1.0,6.896551724137931,1
0e2aecca2e30b6f0a5737179e6389c1bde885a8f5c396f9e6e89f322c3dff5a6,23.0,5.0,43.47826086956522,1
0e2f3f519226875b1bbc7b162eef5759616579122d668e9d4ef7af555ebc2fcf,11.0,5.0,90.9090909090909,1
0e343a55cb4a543064825b078d6b1bf54810536cc574aed0f0e6f40ff9436d65,28.0,4.0,28.57142857142857,1
0e3ee4c64be472273185c08e13bec1a265a45aeb97fa114349414bd4878d0366,25.0,1.0,8.0,1
0e47db44804aa9ad4b33aa39bc31f8a1d25817c96e8c1511b6f3a0ab7510a28e,11.0,3.0,54.54545454545454,1
0e4ef30f67584f500f01b34e37c208db975970185cfcc18e64fefc104e153a36,26.0,1.0,7.6923076923076925,1
0e4f03dc0f93d9b9f6e0f3e40325e0ddbddd7308a81762d9f944c046660960cc,23.0,3.0,26.08695652173913,1
0e82079de8cba7dc6ad1e3e4f6f9e461fdc2396df308f7fb46deb94fd39f0deb,39.0,5.0,25.64102564102564,1
0e958b7b953dfd996de4e73d14aa638c5a49eadbb89c9c492c8a00f7b3413fe5,11.0,0.0,0.0,1
0eb263c3300bd21008a9dc15f0b90a6033a0670799a9d7231b1dc447ba376118,37.5,5.0,24.8546511627907,2
0ed3d424acf806fd8354f4c9e8c0c5afb70ff401aee166d9e0811e5862330470,13.0,7.0,100.0,1
0ee004395c4a6d692171608ac44e0a6a28af02f9778b2906855e4c5152aeb8c8,25.0,1.0,8.0,1
0ee828d5f1112745ae7c86c64e56329ddc6fb268df22ad8a30c1a41f9406acee,28.0,4.0,29.11877394636015,2
0f024b59473cd1253ef3b477f39bd360dd31ea904582210d1648ee5e41658556,33.0,1.0,6.0606060606060606,1
0f07b91418c1f7735c04c8a15046c1a579e51187c8cf4b5943697f4545d507d3,19.0,3.0,31.57894736842105,1
0f0a6b9e13bbf8a2c4ae062549e503a3b3f6e7652c005e6b0a6abf089ddb0c6a,33.0,9.0,54.54545454545454,1
0f6efbb0f7d3779a50be863137d7438d31db3164e1679fca2b5eb339c333b573,28.0,2.0,14.285714285714285,1
0f6fc7bbba1bf828d9db76d6013e1b64e972d1dc1e1534b982064375500d4da2,22.0,3.0,33.5632183908046,2
0f74c4331e3153333bc49c0d8bc353b4144198bd675ed9225980adc0ebd1bcd8,18.0,2.0,22.22222222222222,1
0f8282d9206412fe794467e79836c268d525a6e1b480c192d5a50522c05e330c,14.0,7.0,100.0,1
0f9c8d38545901c76b439c4a16a6505838ec12b7e984b28d8265ac8e3f35245e,30.0,1.0,6.666666666666667,1
0fa632ca5f64f9e62c6ecf3d2deeeaa2854150042bfee9f938fa024cbb5638ed,28.0,3.0,21.428571428571427,1
0fbe931f037e4a75c1b7d54d58b2b14b9c355c020c011b2c774443cd27821971,34.5,2.5,15.897435897435898,2
0ffabf1fc7d205f8a5ca34673b5952d76cbe75dace856ae2c436ec54990375a1,36.0,5.0,27.77777777777778,1
10003bf0f353c74c9ec3e4dd4969c47fb13519e6e15fac6aceb514b31e520f21,40.0,5.5,27.08988057825267,2
100818fca9b433deefa36d429b97a5546f5d59ed3440748b93e478cabe67e29d,29.0,1.0,6.896551724137931,1
100e404093d60053983ba1f557c2475ce1d3fdf49dab65cf089f4e183c2cd457,25.0,8.0,64.0,1
10534af87c61fd9a6cde11662b6b3cf031545a93ff2bbb57da101a2c7931b41c,15.0,5.0,66.66666666666666,1
107e17ea4c306998ab3c0a6a3e24fe17e65944990c45c8d84ef314824a7593a9,24.0,1.0,8.333333333333332,1
10802b9c30b30a6d431ddffee599cd916d5786bde16817f21d8c5900da31d4cc,39.0,5.0,25.64102564102564,1
1099a7e56e2f04e488107f5c2af6297448439c269973c8d5920b8d0692d4d9a2,17.5,3.5,41.66666666666667,2
10a52adf38a1d7d852644dcc68314d2569d360fb02dafef6a8071ae8bf0acf0a,16.0,9.0,100.0,1
10b48de13beeb61de85716dd7e6a19b4b28e72528ec14a6db41ac17b48405a61,19.0,4.0,42.10526315789473,1
10e6bf3cae202dedaea59df4ec1f4caaf6e3ec9872be59cfd5e48f109f83380e,20.0,1.0,10.0,1
10f3615f9751e530b4702559f84c8cbf289de17968c8ef594c5b92fe633454c8,25.0,1.0,8.0,1
10fb4465e39fa8a8332be5f04e577048fba26e3013a333299b6d4a9bb3e2d8cf,43.0,9.0,41.86046511627907,1
113ef3b9cc5e4f3ef6e862666f7eefefc7e588a1b06a646d8b05cdaf80c8694b,15.0,4.0,53.333333333333336,1
1158ef0f2f0ebf418101955677d3f5d07bbb3c4306d68e8f6edb0a0ef72e0ab2,29.0,1.0,6.896551724137931,1
116e22d0eeddd478c85a56f08c487dda4b1630b0d676bdff345e6e6b7ca00d56,14.0,1.0,14.285714285714285,1
11ec856e3b7663502362f89800a86c50dadcef619c4546274200f5f48f80cead,11.0,9.0,100.0,1
12179e2c2a30cb0a320d2585f9f8591f0001996456c4e6624d8affafee22021d,19.0,1.0,10.526315789473683,1
121d962ada50590d865ed1a0981b00b1bd3b85eb2c669fa3cda5672496626354,29.0,1.0,6.896551724137931,1
122240a89b635857652847852a6deba86dad4aa3fd119262b40f37c90ff89ba4,11.0,4.0,72.72727272727273,1
1238f060a2ee819aab06e15f15b64b8bbbf17cc56dd5fb8ce02252ce492a1d10,14.0,3.0,42.857142857142854,1
12485071ed086ccb9b96280ba21deca07d04ed3f056cde02ea768e26f38da572,15.0,2.0,26.666666666666668,1
126e95e0cfa5aa856bb8d80ff404d84c89ec5c155be95a005e1e54a4247b7c84,16.0,3.0,37.5,1
127b3de97e8fb68b502bc346fe0fa5be45987acbb9cef3a01a44f0af56654e1a,43.0,5.0,23.25581395348837,1
12b07b9c3370baa5dd15fbfbc43c3dbc379fe66f73dbda9526c651d3fe501507,28.0,2.5,19.491779538291166,6
130e0453111093fc8d9874d02699f83757be9b272f1c8949fa51f9c853fe714d,17.0,0.0,0.0,1
130ecebadafebc94d43ce5bc5d20822988d2479f852be9bb653c28984294f24a,44.0,2.0,9.090909090909092,1
131cf38f4f017cd42d4bfe7acd7fde5d7b1e45e125ea7bfc282dbd2f9dc06f8f,33.0,2.0,12.121212121212121,1
1362228729dbc5fb0457d8fb843dbcf460b57df0e27b452f86a55e4f66e127a0,19.0,5.0,52.63157894736842,1
137cb79a898566a6d8c867f8d06c0af66ff7654b8241da63a880282d2a544d29,15.0,1.0,13.333333333333334,1
1383b3f90bf1fd9be331f38e7727dd54f588ec667bf2efdd9c36a7c0e7a526a3,26.0,3.0,23.11111111111111,2
13c96b2b03a9e4905d3aec0643851f984d775e8c82133492e680a758a6ce42f3,18.0,5.0,55.55555555555556,1
13cd1ebf29a1cd481e0b88c7340edc087fe6d88cc1053c6d0174afc6bdb1a840,21.0,2.0,19.047619047619047,1
13e5538ea37a41f686bb35c945b7c1a9ea41dfab74bff73bc2eef85ba6154abc,53.0,5.0,18.867924528301888,1
13ff405453e5a15f08faf958cd07f1076b4fd08562dec90ec10d524e8d7f467c,42.0,3.0,14.285714285714285,1
14229483bd2be41f003721b1838fd59994379c7faf69d0e089282230c2eb9cce,20.0,2.0,20.0,1
1441f74854a43fa981f547e1e317051332d49fb207b7004f49e95c63c2493171,29.0,5.0,34.48275862068966,1
146933f25fb3b0d3a06142249f775590a646173c68dcfd7e35fe72f5f2648a12,15.0,3.0,40.0,1
147effbde57e5c0a9fddec079091f011e05d7e1e84ba0ebebc20a315170c9d11,30.0,2.0,13.333333333333334,1
149d444ccc4e61242d0baa81f8d9e5530cd8ce3ed0f33fbc9dc1a406066361fa,28.0,9.0,64.28571428571429,1
149e9272cd08ebfed979172bc308e5e5ce94ef308ee1b11884a0d6e69c870388,17.0,2.0,23.859649122807017,2
14a2390ff613aa167aea4868c397d22fd04a38fa6bd14df1514a4890d2e6ede0,50.0,4.0,16.0,1
14b6b478245fa27bf659ad2db830c088ad4e4b52328316ee41bd3445077b745a,41.0,0.0,0.0,1
14bc26c83e35f3c99e9adfa878b3e7b56ef8a876aecd3b91247228c1cfeb3c77,37.0,3.0,16.216216216216218,1
14c2d68e2050d3f61a18adfb73639061d40cd09354f7d950de9093a2fda9d7ac,28.0,1.0,7.142857142857142,1
14cdc51fd83b41abf4f9fbf5b4d5112c58feb8809113bdd436011432bf7e7eca,31.0,2.0,13.12169312169312,2
15143e31a214f700605eb46468a50f59d5f9bd638c5d31efb351b0129619cb21,43.0,6.0,27.906976744186046,1
1526c721d4e55894489e59be309b05aff4359cc707a9503432e8607964b2932e,12.0,1.0,16.666666666666664,1
15511848046c6e7e37c7e505f8f68e82b2c14986e5b44cdc273ee86b45a77a1d,31.0,5.0,32.25806451612903,1
155544241409356c0c39fe081d8bb5d0e24a9c78f99e78e7ac03637ab3eec14a,39.0,5.0,25.64102564102564,1
15b4dbbc31036e2cc1c54bf4fe1b3e3794f8e3b1d5152a5143b78e9e3daa07f7,47.0,2.0,8.51063829787234,1
15cc9f7105972d5d538a7d528b08b2dc4471587f2d339aa29f7930a57391b3c2,28.5,4.0,30.148883374689827,2
15ddbd5f1a47b02cb7651838560ae85548859470f3e959def80d5dfa64ab05e5,42.0,2.0,9.523809523809524,1
15f2f9652ea828307dfba028dcc22c9aaaec6d80cd55c693acc9f87f80b3a87c,12.0,1.0,16.666666666666664,1
15f9f66b9b383af5291e22109999c7fcfff33aed6a63997ef27e1307c0e417a8,25.0,1.0,8.0,1
15fb34fd4bb96c641f79678465582b37c42bc4d3bbca14d8a15a62b7ae734fe7,39.0,2.0,10.256410256410255,1
16038666aab43a92bdbd41cae17f28fa6b5babadd47527a7a305b8163ebaf504,21.0,2.0,19.047619047619047,1
160d2ce019e65e146f6021f618110fffb01e1424995e309b037a143a4bab7d09,20.0,0.5,5.555555555555555,2
162c4de3ac95ee804a3f68c399d40e6cca26ebe30437f6c358ef85f713eea164,23.0,3.0,26.08695652173913,1
16718a5bf0a84ad2630aa3aa66f6d1bc775202617532215d0018300069a406aa,48.0,3.0,12.5,1
168244e8dfdaea750227b59421439dba6e5856b10366c0204a8127def476c9b2,13.0,5.0,76.92307692307693,1
169d719046dff350427b057414ed9b08ac9e5d23927d5f5a5d2394213e317527,32.0,1.0,6.25,1
16b07252eed87100f6c7a4269cffa97a1185884763e4cfaea16ee48dbcecb334,16.0,7.0,87.5,1
16c31aba6be9d242eb521d2eda70afdbffd09be2ee15c90b613bc87c50797768,19.0,3.0,31.57894736842105,1
16cb4a432679177856fe16d12dada32025f89eacd83b8057cac81631600e7b11,18.0,1.0,11.11111111111111,1
171e931b10971861859bdb14ec1fa598fac77d447bfb5495c1ec398275f30150,27.0,2.0,14.814814814814813,1
1798163e391e618ff03ccfe3f3837c26af9c8e0a645e8a429ece9fc987784fca,25.0,5.0,40.0,1
17b005dbb01d42dc386f2b5a057381be2839fbb0c6ee413074812239aa8d797e,35.0,3.5,19.272125723738625,2
17cfcc46ffe51144715bb04f15001de283a0219c92f1cde2c8a00548acc33247,20.0,1.0,10.0,1
17dcf47b0f63427fc263a135d8e6803f86b8c9321df1847ec421a6b1dd9ba4d5,38.0,1.0,5.263157894736842,1
17ec135ea580e505f3be8dd9bde7fd38febe122b3cc7b3ea895526139834a841,19.0,1.0,10.526315789473683,1
18176600dae4a9ca7a5383cf27f4d214f47e7d8fad25b17dfc0a644f56cb34cc,17.0,2.0,23.52941176470588,1
181c3ac571b001891ecf65e7cd8a5f02aca5bd7f7bef366e1f939427c80cee71,25.0,2.5,20.192307692307693,2
1821f2c1718afef112bb14ec20e5e69264557d4be0cac6304b6cabdeb572c79f,28.0,3.0,21.428571428571427,1
182efdadb6a44367e6acc74da28e13fdc6b23f6ccb1bbc56d0b104549957cb83,16.0,2.0,25.0,1
1837740b4c913731f06809b4939f99049af0a01db4165c14e2ff12a324e861c7,17.0,5.0,58.82352941176471,1
1845c1ba923b723d608cf30a2fad5ff8ca33d8d9eab2e0c1bc45f63d3de9c905,24.0,3.0,24.999999999999996,2
18514d3955db7e5fb7771e7327b593885e67d891bd9c82eb6c8c1467ea67fd3e,34.0,3.0,17.647058823529413,1
186c70602b2b7ec290df144638c6a86ca9fe81206170e7a18c915b8769281592,16.0,4.0,50.0,1
187a095252b456cb05163280f3e1d7c4fbe68baf4bcc4a9daa919ed9a362a974,26.0,5.0,38.46153846153847,1
18879486b4c99aa2c723d826291caa93f2ebee8339af189b45daa3a5f6c1e74a,25.0,2.0,16.0,1
188ae52259308ee57d70b344bd53bd101daddb16fed227b8a0c360b79add93dc,49.0,2.0,8.16326530612245,1
18e328106b48f7acd003b004550fa2884d8cd040c2aa0556d9272c93a82d4fd3,24.0,2.0,16.666666666666664,1
19057288a355bad8cff6f22e521fefbe749cd70fea997c2b90586446d97ec3ed,32.0,0.0,0.0,1
1951d41029aa08f985a478ff01177eb328449784a65d00f65e62bd0847138d01,26.0,6.0,46.15384615384615,1
197c5ba5a08d0d1eaad7bd8109ed0e07edd0728e4f314c15176692425b5f1f06,24.0,2.0,16.666666666666664,1
198a4ba42f42177cb5ae0390e617da679b7f7762f10591bdc40742780924023d,16.0,4.0,50.0,1
19bc348ad81bde4912ebf8096f3ecbd3e9901a52fecceba831262c922386999c,27.0,9.0,66.66666666666666,1
19c1ca6d3aa950a4a24a8a5af5357907331b816f46399eaf2b6b25f63a140b9c,25.0,5.0,40.0,1
19cb886d7bd07a82573682a85d6042bc2fa0eeda217659f116b1930308a0ce38,26.0,1.0,7.6923076923076925,1
19d63bd09638ed7e0f2c36fa0011136c80e91d06069a5adee1932cac5ca4dd1c,25.0,2.0,16.0,1
