Restaurant_Name,Review,Delivery_Rating,Place_Name,City,Delivery_Person_ID,Delivery_Person_Ratings,Time_Ordered,Time_Order_Picked,Weather_Conditions,Road_Traffic_Density,Time_Taken_In_Min,Restaurant_ID,Order_ID,Order_Status,Distance_in_km,Discount_Construct,Total,Discount,Restaurant_Compensation_Cancellation,Customer_ID,Phase,Campaign_Name,Customer_Type,Type_Of_Vehicle,Payment_Mode,Partner_Category,Delivery_Delay_Min,Effective_Discount_%,Sentiment_Score,Sentiment_Label
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL27,4.6,,,Cloudy,Jam,36,20320607,6148418552,Delivered,1,,766.75,0.0,,03f41549f3aea9d0027e85253ed7d6c01279e7dbd8068c53dc01f803a54e36cf,Pre-crisis,Cooked Clean. Delivered Seamless.,Lost,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL28,4.7,,,Sunny,High,18,20320607,6151566063,Delivered,2,,635.5,0.0,,04062455a01d26b69c48fff955f020f9fbe18caa295e70bb719437ce93c377f8,Crisis,Taste Reimagined,Active,motorcycle,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL29,4.6,,,Fog,Medium,17,20320607,6145781285,Delivered,2,,1322.25,0.0,,041087dfb96d6042cbf453bebd894b17fba6c290368887123b1845c90f11e492,Recovery,Trust Isn’t Told. It’s Tasted.,Active,scooter,Card,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL30,4.8,,,Sandstorms,Low,15,20320607,6151947675,Delivered,1,,1199.25,0.0,,043fe7e0f66fc50f5063282e6db52111d482ee7e78ed0ccfd05bcb4f73770cf4,Pre-crisis,"Your Meal, Our Mission",Lost,scooter,UPI,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL31,4.7,,,Fog,Low,17,20320607,6149007950,Delivered,3,,1199.25,0.0,,045ee7ff707e339c00876df349e7a58a622653c84267138b008bdd551130aca1,Recovery,"Your Meal, Our Mission",Recovered,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL32,4.6,,,Sunny,Medium,19,20320607,6147952636,Delivered,1,,635.5,0.0,,046557f688c84da5410196fa640819d46f42f0a31ad6b8b59982988b226ade7a,Pre-crisis,The Comeback Cookout,Recovered,scooter,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL33,4.7,,,Fog,Low,10,20320607,6146517611,Delivered,6,,635.5,0.0,,04684afd1294184cf9616aacf84c111ffbfc3663222a6938e7c5da4843aca182,Recovery,Cooked Clean. Delivered Seamless.,Lost,motorcycle,Cash,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL34,4.5,,,Fog,Jam,27,20320607,6147223342,Delivered,4,,651.25,0.0,,046bc2ae014a439f89ca3574623f18fb867dba57d83b988a02d7e5e8f4711360,Pre-crisis,Trust Delivered Daily,Active,motorcycle,Card,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL35,4.1,,,Sandstorms,Jam,37,20320607,6148317461,Delivered,2,,918.0,0.0,,047cc099f2d8b3f965a4d15aced78d56141d8d8525291de9ef3e1564ad84f31b,Recovery,"Your Meal, Our Mission",Lost,scooter,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL36,4.6,,,Fog,Jam,44,20320607,6150575094,Delivered,1,,651.25,0.0,,04a894551b11ff4f690d97f355ab3185ff5a61f5cf72b48b9c84c9e5b79df132,Crisis,Cooked Clean. Delivered Seamless.,Recovered,motorcycle,Card,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL37,4.7,,,Windy,High,28,20320607,6147352865,Delivered,4,,1481.5,0.0,,04a894551b11ff4f690d97f355ab3185ff5a61f5cf72b48b9c84c9e5b79df132,Pre-crisis,Zero Delay Dining,Lost,scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL38,4.7,1970-01-01,,Cloudy,Jam,42,20320607,6152604746,Delivered,3,,751.0,0.0,,04ad0ce2d6ed2bbcd4bc7b126a2d0d466a0d1c0b75aa752eea164c39db4f551f,Recovery,Taste Reimagined,Active,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL39,4.8,,,Windy,Low,25,20320607,6125480550,Delivered,3,,635.5,0.0,,04db6c50b6302546390ad0d185a93ff32d2b564f633ebbb32998650f44aecdd7,Recovery,Cooked Clean. Delivered Seamless.,Active,electric_scooter,Card,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL40,4.4,,,Cloudy,Medium,39,20320607,6147529218,Delivered,1,,1199.25,0.0,,04fda0c982d918e8266f4bb65b06e18fcbfde5df489bf4ab0021500f4603969b,Crisis,Zero Delay Dining,Recovered,scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL41,4.7,,,Stormy,Medium,20,20320607,6151551465,Returned,7,,635.5,0.0,233.58,052d2018ba5b5d5f406f51a9cb65693f74a6d2efb6a03cb6b7f394d8ac96db09,Pre-crisis,Trust Delivered Daily,Lost,motorcycle,Cash,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL42,5.0,,,Stormy,High,31,20320607,6145952899,Delivered,1,,830.25,0.0,,053f1c61f73de7ea3c6414c50357c8b8d8e73e94471533aab28fef0ee3ef1849,Crisis,Taste Reimagined,Lost,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL43,4.6,,,Stormy,Jam,13,20320607,6152451484,Delivered,3,,984.0,0.0,,055fb8b9e577e19536e5416c584223dfeba49776db5dc31e798aa40c45d91498,Pre-crisis,The Comeback Cookout,Recovered,motorcycle,Cash,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL44,4.8,,,Stormy,Jam,28,20320607,6145028896,Delivered,7,,635.5,0.0,,056027e8e28c1ebd006f8c0060d278b7033877c64b2a676909e7079d0857db06,Crisis,Zero Delay Dining,Active,scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL45,4.8,,,Windy,High,19,20320607,6143017232,Delivered,2,,1540.65,0.0,,056027e8e28c1ebd006f8c0060d278b7033877c64b2a676909e7079d0857db06,Pre-crisis,Behind the Bite,Active,motorcycle,Cash,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL46,4.6,,,Fog,Low,42,20320607,6146212039,Delivered,7,,2367.75,0.0,,057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,Pre-crisis,Operation FreshStart,Lost,motorcycle,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL47,5.0,,,Fog,Low,23,20320607,6146853616,Delivered,8,,682.75,0.0,,057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,motorcycle,UPI,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL48,4.2,,,Stormy,Jam,39,20320607,6130555847,Delivered,1,,1002.45,0.0,,057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,Pre-crisis,"Your Meal, Our Mission",Active,motorcycle,UPI,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL49,4.6,,,Stormy,Low,25,20320607,6151773822,Delivered,2,,758.5,0.0,,058beff6e509fad2da479b49ffd12fd5b1a00604f699062b73e5d1195713b9bb,Pre-crisis,Crave. Click. Arrive,Active,motorcycle,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL50,4.7,,,Sandstorms,Low,15,20320607,6143779367,Delivered,2,,635.5,0.0,,058c5e203951d955270d261ccbbe162804991db7eb362a1be2d5ca6ed011fa3d,Recovery,Trust Isn’t Told. It’s Tasted.,Active,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL51,4.9,,,Cloudy,Low,15,20320607,6146106285,Delivered,4,,635.5,0.0,,059272999b55cc82dd2e03212868ca5d01e2933508c923f3c7c9047d1d79271f,Crisis,Operation FreshStart,Recovered,scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL52,4.8,,,Sunny,Medium,15,20320607,6146094951,Delivered,7,,682.75,0.0,,05db6e3a245ca12e90278adb1986f6da79d5056b7c6b7f8f095eecd04e570ec8,Pre-crisis,Zero Delay Dining,Active,motorcycle,Card,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL53,5.0,,,Stormy,Jam,15,20320607,6148163639,Delivered,7,,811.75,0.0,,06189cdf1b182d68072edd40530ad42c1c9a3aa22110dcb2e9a8939a61d878b9,Pre-crisis,Trust Isn’t Told. It’s Tasted.,Lost,scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL54,5.0,,,Sunny,Low,18,20320607,6147899210,Delivered,<1 ,,666.25,0.0,,061c0d25ea52653a9cf8a18f9d78f608fd70246bc96075ce05fb652984f693ef,Pre-crisis,Taste Reimagined,Active,scooter,Cash,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL55,4.7,,,Sandstorms,Low,29,20320607,6150311284,Delivered,1,,635.5,0.0,,0642bc14063e09ae72651525307e3eef11543979140f421e872eaed2fac2ae20,Recovery,Trust Delivered Daily,Active,scooter,UPI,Fine Dining,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL56,4.7,,,Fog,Low,20,20320607,6149415596,Delivered,4,,635.5,0.0,,06cf1bb567462fc2cd8c11546d6daf71fbd5f670ee06e6353c509d63a10b2425,Crisis,Crave. Click. Arrive,Recovered,motorcycle,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL57,4.4,,,Cloudy,High,39,20320607,6150898091,Delivered,1,50% off upto Rs.100,336.25,100.0,,06fedfa8ac58a5eaf2436a175a5abead5d5e4c147c30e082c14cb60a6f79021a,Pre-crisis,Trust Isn’t Told. It’s Tasted.,Active,scooter,Cash,Fast Food,0.0,29.739776951672862,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL58,4.8,,,Windy,Low,19,20320607,6143948696,Delivered,1,,3095.5,0.0,,07011b764bf7a937946bfef5270d5d023c00414a92b2e1abcb47ad7ae0d46f07,Pre-crisis,Taste Reimagined,Lost,electric_scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL59,4.8,,,Cloudy,Low,19,20320607,6147557942,Delivered,7,,666.25,0.0,,0718960412f55f88ab20f5ef65abc72e7d59a38ae89e8be8ebdf6a99c34ad2b2,Pre-crisis,Operation FreshStart,Recovered,motorcycle,UPI,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL60,4.8,,,Windy,Low,17,20320607,6148529759,Delivered,6,,1199.25,0.0,,072368d2f5e6867fcc4627b23bed6082e37f640c05bdf037d73a17afd63d8c60,Recovery,Cooked Clean. Delivered Seamless.,Active,scooter,Card,Fast Food,0.0,0.0,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL61,4.6,,,Stormy,Low,15,20320607,6150238934,Delivered,9,,635.5,0.0,,076d77f04269938df65a7bff427555e03258652100679f5448fb4bc59f573890,Crisis,Cooked Clean. Delivered Seamless.,Lost,scooter,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL62,4.3,,,Sandstorms,Low,19,20320607,6146697877,Delivered,8,,325.5,0.0,,0779a0d47f0cb126959317a3592c3022c77a02a0c1c34f7b29f8baffc037e1ec,Recovery,"Your Meal, Our Mission",Recovered,scooter,Cash,Cloud Kitchen,0.0,0.0,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL63,4.6,,,Sandstorms,Jam,29,20320607,6145306142,Delivered,7,Flat Rs.175 off,1009.75,175.0,,07a7aa17f32b4714ecf40acaf98306918db66e1f7d3bd9a4b25ed1ef8faa8c55,Pre-crisis,Zero Delay Dining,Recovered,scooter,Cash,Cloud Kitchen,0.0,17.33102253032929,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL64,4.8,,,Cloudy,Low,22,20320607,6149979442,Delivered,3,40% off upto Rs.80,452.75,80.0,,07b3dac3fe2a29afc29d2e500dd71ea78c1fd9cff9dd6b52d03bd6da14536bc5,Crisis,Crave. Click. Arrive,Active,scooter,Card,Fine Dining,0.0,17.6697956929873,0.0,Neutral
Living Bowls,5.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL65,4.3,,,Fog,Jam,42,20320607,6145994013,Delivered,2,50% off upto Rs.100,646.0,100.0,,07b5fd8da81c0861188fc13bc86adfba3071ad5e4503a5d683b143ddec9b326e,Recovery,Operation FreshStart,Active,motorcycle,Card,Fast Food,0.0,15.479876160990713,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL66,4.7,,,Sandstorms,Low,12,20320607,6150183759,Delivered,4,50% off upto Rs.100,367.75,100.0,,07bbb7397f290ca90f0a2adbb3ad7b05fb03aab53c289495aa552606bbaf3519,Pre-crisis,Operation FreshStart,Recovered,motorcycle,Card,Fine Dining,0.0,27.192386131883072,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL67,4.2,,,Cloudy,Jam,38,20320607,6144643572,Delivered,3,50% off upto Rs.100,420.25,100.0,,07bbb7397f290ca90f0a2adbb3ad7b05fb03aab53c289495aa552606bbaf3519,Pre-crisis,Crave. Click. Arrive,Recovered,scooter,Card,Fine Dining,0.0,23.79535990481856,0.0,Neutral
Living Bowls,4.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL68,4.6,,,Sunny,Low,23,20320607,6137428219,Delivered,3,50% off upto Rs.100,609.25,100.0,,07d651cb9dd81ef481de0cd8bc90cd26f8e704cb1d023dc4b56050a70d8d2fc0,Pre-crisis,Trust Isn’t Told. It’s Tasted.,Lost,motorcycle,UPI,Cloud Kitchen,0.0,16.413623307345095,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL69,4.7,,,Cloudy,Low,15,20320607,6141943607,Delivered,2,50% off upto Rs.100,320.5,100.0,,07d85ee9a5bd81f39e9454aedfa9fe42e6527712fdb0b913865fbba04d9e7589,Pre-crisis,Operation FreshStart,Active,motorcycle,UPI,Fast Food,0.0,31.201248049921997,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL70,4.6,,,Sunny,Low,24,20320607,6145238773,Delivered,8,Flat Rs.175 off,1050.7,175.0,,07d922c68b57003f2f83b1fff4dc45c68a9d5369dad54e4523cb15d0e7119200,Recovery,Taste Reimagined,Lost,motorcycle,Card,Fine Dining,0.0,16.655562958027982,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL71,3.8,,,Windy,Jam,37,20320607,6142278831,Delivered,2,40% off upto Rs.80,321.5,80.0,,07e83c6ca5db1e1c28a490cb1ed31fbd95a20eb27c9a85cd1b45b79d37b2f885,Pre-crisis,"Your Meal, Our Mission",Lost,scooter,UPI,Cloud Kitchen,0.0,24.883359253499222,0.0,Neutral
Living Bowls,3.0,3.7,Koramangala 7th Block,Bangalore,BANGRES17DEL72,4.8,,,Sandstorms,Low,24,20320607,6146100417,Delivered,2,,441.0,0.0,,07fdcb2f930959a44ab671ef82818966cae93f10050553824690c6e164502bea,Pre-crisis,Crave. Click. Arrive,Active,electric_scooter,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
