Order_ID,Restaurant_ID,Distance_in_km,Time_Taken_In_Min,Delivery_Efficiency,Delivery_Efficiency_Percent
6145190300,20320607,3.0,16,0.1875,37.5
6145582608,20320607,8.0,17,0.47058823529411764,94.11764705882352
6144881186,20320607,3.0,42,0.07142857142857142,14.285714285714285
6141922791,20320607,3.0,25,0.12,24.0
6141318955,20320607,2.0,25,0.08,16.0
6145627993,20320607,1.0,39,0.02564102564102564,5.128205128205128
6140918262,20320607,3.0,18,0.16666666666666666,33.33333333333333
6143587716,20320607,2.0,28,0.07142857142857142,14.285714285714285
6141317336,20320607,1.0,18,0.05555555555555555,11.11111111111111
6143870258,20320607,2.0,18,0.1111111111111111,22.22222222222222
6144280420,20320607,3.0,49,0.061224489795918366,12.244897959183673
6144589662,20320607,4.0,15,0.26666666666666666,53.333333333333336
6134811002,20320607,3.0,21,0.14285714285714285,28.57142857142857
6137221693,20320607,6.0,23,0.2608695652173913,52.17391304347826
6143808250,20320607,3.0,11,0.2727272727272727,54.54545454545454
6143301652,20320607,5.0,25,0.2,40.0
6129647327,20320607,4.0,18,0.2222222222222222,44.44444444444444
6129115176,20320607,7.0,14,0.5,100.0
6138727282,20320607,10.0,36,0.2777777777777778,55.55555555555556
6141878957,20320607,1.0,18,0.05555555555555555,11.11111111111111
6128060895,20320607,2.0,17,0.11764705882352941,23.52941176470588
6161928381,20554001,6.0,28,0.21428571428571427,42.857142857142854
6168218078,20554001,3.0,44,0.06818181818181818,13.636363636363635
6168427326,20554001,2.0,20,0.1,20.0
6169424336,20554001,0.0,19,0.0,0.0
6167121590,20554001,1.0,35,0.02857142857142857,5.714285714285714
6167995589,20554001,7.0,50,0.14,28.000000000000004
6165031782,20554001,0.0,34,0.0,0.0
6169113831,20554001,5.0,17,0.29411764705882354,58.82352941176471
6168717281,20554001,2.0,23,0.08695652173913043,17.391304347826086
6169142809,20554001,4.0,27,0.14814814814814814,29.629629629629626
6168242254,20554001,5.0,26,0.19230769230769232,38.46153846153847
6167707628,20554001,2.0,35,0.05714285714285714,11.428571428571429
6167358098,20554001,7.0,41,0.17073170731707318,34.146341463414636
6168418159,20554001,2.0,23,0.08695652173913043,17.391304347826086
6167150125,20554001,3.0,30,0.1,20.0
6165976485,20554001,2.0,19,0.10526315789473684,21.052631578947366
6167194990,20554001,1.0,27,0.037037037037037035,7.4074074074074066
6148368487,20554001,1.0,28,0.03571428571428571,7.142857142857142
6165289639,20554001,2.0,24,0.08333333333333333,16.666666666666664
6168262742,20554001,1.0,36,0.027777777777777776,5.555555555555555
6162561202,20554001,6.0,28,0.21428571428571427,42.857142857142854
6149764916,20554001,7.0,31,0.22580645161290322,45.16129032258064
6165679122,20554001,6.0,44,0.13636363636363635,27.27272727272727
6164186421,20554001,1.0,15,0.06666666666666667,13.333333333333334
6157202737,20554001,5.0,33,0.15151515151515152,30.303030303030305
6163180170,20554001,1.0,30,0.03333333333333333,6.666666666666667
6167023350,20554001,4.0,22,0.18181818181818182,36.36363636363637
6167158612,20554001,0.0,43,0.0,0.0
6165776762,20554001,3.0,48,0.0625,12.5
6161605451,20554001,2.0,19,0.10526315789473684,21.052631578947366
6159736208,20554001,2.0,21,0.09523809523809523,19.047619047619047
6166770303,20554001,1.0,44,0.022727272727272728,4.545454545454546
6166273550,20554001,2.0,26,0.07692307692307693,15.384615384615385
6142641525,20554001,6.0,26,0.23076923076923078,46.15384615384615
6163750079,20554001,1.0,31,0.03225806451612903,6.451612903225806
6160868660,20554001,2.0,19,0.10526315789473684,21.052631578947366
6165316229,20554001,6.0,18,0.3333333333333333,66.66666666666666
6159382905,20554001,7.0,38,0.18421052631578946,36.84210526315789
6162695816,20554001,5.0,32,0.15625,31.25
6154115588,20554001,6.0,17,0.35294117647058826,70.58823529411765
6153386475,20554001,9.0,11,0.8181818181818182,100.0
6162915327,20554001,2.0,31,0.06451612903225806,12.903225806451612
6159638533,20554001,2.0,43,0.046511627906976744,9.30232558139535
6163915549,20554001,2.0,25,0.08,16.0
6160788109,20554001,0.0,22,0.0,0.0
6162423875,20554001,1.0,43,0.023255813953488372,4.651162790697675
6161067038,20554001,2.0,42,0.047619047619047616,9.523809523809524
6162446959,20554001,2.0,42,0.047619047619047616,9.523809523809524
6160103241,20554001,3.0,34,0.08823529411764706,17.647058823529413
6158591577,20554001,2.0,17,0.11764705882352941,23.52941176470588
6155721914,20554001,3.0,25,0.12,24.0
6162040119,20554001,7.0,54,0.12962962962962962,25.925925925925924
6144261438,20554001,1.0,21,0.047619047619047616,9.523809523809524
6152997315,20554001,1.0,34,0.029411764705882353,5.88235294117647
6158705130,20554001,1.0,36,0.027777777777777776,5.555555555555555
6160482511,20554001,2.0,17,0.11764705882352941,23.52941176470588
6160993882,20554001,4.0,16,0.25,50.0
6160358854,20554001,4.0,27,0.14814814814814814,29.629629629629626
6156507401,20554001,4.0,26,0.15384615384615385,30.76923076923077
6151424970,20554001,5.0,46,0.10869565217391304,21.73913043478261
6157309260,20554001,1.0,29,0.034482758620689655,6.896551724137931
6158100757,20554001,5.0,23,0.21739130434782608,43.47826086956522
6156545935,20554001,5.0,11,0.45454545454545453,90.9090909090909
6156465093,20554001,4.0,28,0.14285714285714285,28.57142857142857
6144397966,20554001,1.0,25,0.04,8.0
6157693936,20554001,3.0,11,0.2727272727272727,54.54545454545454
6157486866,20554001,1.0,26,0.038461538461538464,7.6923076923076925
6157315556,20554001,3.0,23,0.13043478260869565,26.08695652173913
6153404089,20554001,5.0,39,0.1282051282051282,25.64102564102564
6154856104,20554001,0.0,11,0.0,0.0
6152814011,20554001,2.0,32,0.0625,12.5
6154639790,20554001,8.0,43,0.18604651162790697,37.2093023255814
6156022422,20554001,7.0,13,0.5384615384615384,100.0
6145345927,20554001,1.0,25,0.04,8.0
6147864880,20554001,6.0,27,0.2222222222222222,44.44444444444444
6154044874,20554001,2.0,29,0.06896551724137931,13.793103448275861
6151738129,20554001,1.0,33,0.030303030303030304,6.0606060606060606
6153393480,20554001,3.0,19,0.15789473684210525,31.57894736842105
6138643839,20554001,9.0,33,0.2727272727272727,54.54545454545454
6150251716,20554001,2.0,28,0.07142857142857142,14.285714285714285
6149014724,20554001,4.0,15,0.26666666666666666,53.333333333333336
6150892954,20554001,2.0,29,0.06896551724137931,13.793103448275861
6149657004,20554001,2.0,18,0.1111111111111111,22.22222222222222
6152105277,20554001,7.0,14,0.5,100.0
6150970356,20554001,1.0,30,0.03333333333333333,6.666666666666667
6144728572,20554001,3.0,28,0.10714285714285714,21.428571428571427
6151166642,20554001,1.0,39,0.02564102564102564,5.128205128205128
6149092297,20554001,4.0,30,0.13333333333333333,26.666666666666668
6149205040,20554001,5.0,36,0.1388888888888889,27.77777777777778
6144522087,20554001,4.0,37,0.10810810810810811,21.62162162162162
6153049929,20554001,7.0,43,0.16279069767441862,32.55813953488372
6151789684,20554001,1.0,29,0.034482758620689655,6.896551724137931
6151068357,20554001,8.0,25,0.32,64.0
6147645546,20554001,5.0,15,0.3333333333333333,66.66666666666666
6151110701,20554001,1.0,24,0.041666666666666664,8.333333333333332
6151479415,20554001,5.0,39,0.1282051282051282,25.64102564102564
6144995554,20554001,3.0,20,0.15,30.0
6132905833,20554001,4.0,15,0.26666666666666666,53.333333333333336
6150606006,20554001,9.0,16,0.5625,100.0
6150826612,20554001,4.0,19,0.21052631578947367,42.10526315789473
6152991085,20554001,1.0,20,0.05,10.0
6149395754,20554001,1.0,25,0.04,8.0
6150484698,20554001,9.0,43,0.20930232558139536,41.86046511627907
6152492022,20554001,4.0,15,0.26666666666666666,53.333333333333336
6152031764,20554001,1.0,29,0.034482758620689655,6.896551724137931
6151411937,20554001,1.0,14,0.07142857142857142,14.285714285714285
6152103927,20554001,9.0,11,0.8181818181818182,100.0
6145211525,20554001,1.0,19,0.05263157894736842,10.526315789473683
6151905669,20554001,1.0,29,0.034482758620689655,6.896551724137931
6147752319,20554001,4.0,11,0.36363636363636365,72.72727272727273
6151615623,20554001,3.0,14,0.21428571428571427,42.857142857142854
6152099460,20554001,2.0,15,0.13333333333333333,26.666666666666668
6152129793,20554001,3.0,16,0.1875,37.5
6148497668,20554001,5.0,43,0.11627906976744186,23.25581395348837
6151075924,20554001,4.0,20,0.2,40.0
6141955190,20554001,2.0,26,0.07692307692307693,15.384615384615385
6144240421,20554001,1.0,26,0.038461538461538464,7.6923076923076925
6149580829,20554001,2.0,43,0.046511627906976744,9.30232558139535
6148946223,20554001,2.0,25,0.08,16.0
6149660907,20554001,4.0,28,0.14285714285714285,28.57142857142857
6143011766,20554001,0.0,17,0.0,0.0
6142542206,20554001,2.0,44,0.045454545454545456,9.090909090909092
6143031049,20554001,2.0,33,0.06060606060606061,12.121212121212121
6137759430,20554001,5.0,19,0.2631578947368421,52.63157894736842
6151542918,20554001,1.0,15,0.06666666666666667,13.333333333333334
6148032286,20554001,3.0,27,0.1111111111111111,22.22222222222222
6151184755,20554001,3.0,25,0.12,24.0
6151212614,20554001,5.0,18,0.2777777777777778,55.55555555555556
6150530192,20554001,2.0,21,0.09523809523809523,19.047619047619047
6147280588,20554001,5.0,53,0.09433962264150944,18.867924528301888
6129754839,20554001,3.0,42,0.07142857142857142,14.285714285714285
6150206967,20554001,2.0,20,0.1,20.0
6144748788,20554001,5.0,29,0.1724137931034483,34.48275862068966
6143383996,20554001,3.0,15,0.2,40.0
6147356060,20554001,2.0,30,0.06666666666666667,13.333333333333334
6139066441,20554001,9.0,28,0.32142857142857145,64.28571428571429
6149292474,20554001,2.0,19,0.10526315789473684,21.052631578947366
6147153950,20554001,2.0,15,0.13333333333333333,26.666666666666668
6144644656,20554001,4.0,50,0.08,16.0
6147135501,20554001,0.0,41,0.0,0.0
6145082908,20554001,3.0,37,0.08108108108108109,16.216216216216218
6138922698,20554001,1.0,28,0.03571428571428571,7.142857142857142
6148352067,20554001,2.0,35,0.05714285714285714,11.428571428571429
6148109643,20554001,2.0,27,0.07407407407407407,14.814814814814813
6146307177,20554001,6.0,43,0.13953488372093023,27.906976744186046
6147558212,20554001,1.0,12,0.08333333333333333,16.666666666666664
6147098530,20554001,5.0,31,0.16129032258064516,32.25806451612903
6145603662,20554001,5.0,39,0.1282051282051282,25.64102564102564
6145559363,20554001,2.0,47,0.0425531914893617,8.51063829787234
6146040255,20554001,7.0,26,0.2692307692307692,53.84615384615385
6141867628,20554001,1.0,31,0.03225806451612903,6.451612903225806
6142740721,20554001,2.0,42,0.047619047619047616,9.523809523809524
6144695178,20554001,1.0,12,0.08333333333333333,16.666666666666664
6144219290,20554001,1.0,25,0.04,8.0
6147231368,20554001,2.0,39,0.05128205128205128,10.256410256410255
6141422662,20554001,2.0,21,0.09523809523809523,19.047619047619047
6143080225,20554001,1.0,18,0.05555555555555555,11.11111111111111
6143624024,20554001,0.0,22,0.0,0.0
6136204115,20554001,3.0,23,0.13043478260869565,26.08695652173913
6131947787,20554001,3.0,48,0.0625,12.5
6124801607,20554001,5.0,13,0.38461538461538464,76.92307692307693
6144790441,20554001,1.0,32,0.03125,6.25
6130866834,20554001,7.0,16,0.4375,87.5
6134999782,20554001,3.0,19,0.15789473684210525,31.57894736842105
6143338997,20554001,1.0,18,0.05555555555555555,11.11111111111111
6139838375,20554001,2.0,27,0.07407407407407407,14.814814814814813
6139795100,20554001,5.0,25,0.2,40.0
6143057628,20554001,2.0,31,0.06451612903225806,12.903225806451612
6139878163,20554001,5.0,39,0.1282051282051282,25.64102564102564
6135961731,20554001,1.0,20,0.05,10.0
6128955784,20554001,1.0,38,0.02631578947368421,5.263157894736842
6138152630,20554001,1.0,19,0.05263157894736842,10.526315789473683
6141450696,20554001,2.0,17,0.11764705882352941,23.52941176470588
6168736994,20635699,3.0,24,0.125,25.0
6170903653,20635699,2.0,26,0.07692307692307693,15.384615384615385
6170009130,20635699,3.0,28,0.10714285714285714,21.428571428571427
6170168184,20635699,2.0,16,0.125,25.0
6151451438,20635699,5.0,17,0.29411764705882354,58.82352941176471
6159343792,20635699,4.0,24,0.16666666666666666,33.33333333333333
6170217857,20635699,2.0,24,0.08333333333333333,16.666666666666664
6169828720,20635699,3.0,34,0.08823529411764706,17.647058823529413
6158730663,20635699,4.0,16,0.25,50.0
6168584321,20635699,5.0,26,0.19230769230769232,38.46153846153847
6161290353,20635699,2.0,25,0.08,16.0
6169133439,20635699,2.0,49,0.04081632653061224,8.16326530612245
6160640802,20635699,2.0,24,0.08333333333333333,16.666666666666664
6169062392,20635699,0.0,32,0.0,0.0
6161292989,20635699,6.0,26,0.23076923076923078,46.15384615384615
6163530459,20635699,2.0,24,0.08333333333333333,16.666666666666664
6165257699,20635699,4.0,16,0.25,50.0
6158682689,20635699,9.0,27,0.3333333333333333,66.66666666666666
6168111876,20635699,5.0,25,0.2,40.0
6152764316,20635699,1.0,26,0.038461538461538464,7.6923076923076925
6164225680,20635699,2.0,25,0.08,16.0
6166222213,20635699,3.0,26,0.11538461538461539,23.076923076923077
6167929031,20635699,6.0,15,0.4,80.0
6167293645,20635699,3.0,18,0.16666666666666666,33.33333333333333
6167708795,20635699,2.0,30,0.06666666666666667,13.333333333333334
6164335141,20635699,6.0,46,0.13043478260869565,26.08695652173913
6162702576,20635699,1.0,24,0.041666666666666664,8.333333333333332
6158234196,20635699,7.0,37,0.1891891891891892,37.83783783783784
6164968885,20635699,5.0,27,0.18518518518518517,37.03703703703704
6162225866,20635699,1.0,27,0.037037037037037035,7.4074074074074066
6163713945,20635699,4.0,32,0.125,25.0
6165158289,20635699,4.0,28,0.14285714285714285,28.57142857142857
6164234926,20635699,9.0,29,0.3103448275862069,62.06896551724138
6161935858,20635699,3.0,27,0.1111111111111111,22.22222222222222
6165088077,20635699,7.0,11,0.6363636363636364,100.0
6162143361,20635699,1.0,13,0.07692307692307693,15.384615384615385
6159787348,20635699,5.0,27,0.18518518518518517,37.03703703703704
6163786461,20635699,1.0,25,0.04,8.0
6152361356,20635699,3.0,26,0.11538461538461539,23.076923076923077
6163435728,20635699,1.0,27,0.037037037037037035,7.4074074074074066
6165628053,20635699,4.0,26,0.15384615384615385,30.76923076923077
6163731946,20635699,6.0,32,0.1875,37.5
6150192890,20635699,2.0,25,0.08,16.0
6163537755,20635699,2.0,32,0.0625,12.5
6162421877,20635699,4.0,42,0.09523809523809523,19.047619047619047
6159609490,20635699,1.0,29,0.034482758620689655,6.896551724137931
6153398838,20635699,6.0,32,0.1875,37.5
6153743517,20635699,3.0,35,0.08571428571428572,17.142857142857142
6164932139,20635699,8.0,27,0.2962962962962963,59.25925925925925
6157234824,20635699,2.0,15,0.13333333333333333,26.666666666666668
6163072697,20635699,2.0,27,0.07407407407407407,14.814814814814813
6162500077,20635699,2.0,30,0.06666666666666667,13.333333333333334
6161120321,20635699,1.0,32,0.03125,6.25
6161838041,20635699,6.0,25,0.24,48.0
6163568531,20635699,2.0,38,0.05263157894736842,10.526315789473683
6164360070,20635699,3.0,26,0.11538461538461539,23.076923076923077
6163932883,20635699,3.0,31,0.0967741935483871,19.35483870967742
6162114647,20635699,3.0,28,0.10714285714285714,21.428571428571427
6157982087,20635699,1.0,31,0.03225806451612903,6.451612903225806
6161349041,20635699,3.0,29,0.10344827586206896,20.689655172413794
6162130162,20635699,8.0,17,0.47058823529411764,94.11764705882352
6159844875,20635699,5.0,45,0.1111111111111111,22.22222222222222
6160912592,20635699,1.0,34,0.029411764705882353,5.88235294117647
6158003495,20635699,3.0,24,0.125,25.0
6156009900,20635699,1.0,44,0.022727272727272728,4.545454545454546
6162378187,20635699,2.0,36,0.05555555555555555,11.11111111111111
6156049391,20635699,1.0,28,0.03571428571428571,7.142857142857142
6157747165,20635699,4.0,37,0.10810810810810811,21.62162162162162
6139963784,20635699,4.0,10,0.4,80.0
6143626220,20635699,7.0,23,0.30434782608695654,60.86956521739131
6158748811,20635699,1.0,22,0.045454545454545456,9.090909090909092
6161077783,20635699,5.0,26,0.19230769230769232,38.46153846153847
6160956171,20635699,2.0,34,0.058823529411764705,11.76470588235294
6160159038,20635699,9.0,26,0.34615384615384615,69.23076923076923
6161238086,20635699,0.0,21,0.0,0.0
6145516320,20635699,1.0,28,0.03571428571428571,7.142857142857142
6160610514,20635699,2.0,14,0.14285714285714285,28.57142857142857
6151952607,20635699,3.0,17,0.17647058823529413,35.294117647058826
6159863804,20635699,1.0,37,0.02702702702702703,5.405405405405405
6160176733,20635699,4.0,42,0.09523809523809523,19.047619047619047
6160402762,20635699,1.0,17,0.058823529411764705,11.76470588235294
6157085800,20635699,2.0,34,0.058823529411764705,11.76470588235294
6158822918,20635699,1.0,25,0.04,8.0
6159422877,20635699,5.0,30,0.16666666666666666,33.33333333333333
6160857594,20635699,0.0,48,0.0,0.0
6157651604,20635699,0.0,18,0.0,0.0
6157507031,20635699,0.0,28,0.0,0.0
6159262449,20635699,5.0,26,0.19230769230769232,38.46153846153847
6157822311,20635699,4.0,16,0.25,50.0
6160160573,20635699,3.0,25,0.12,24.0
6160282637,20635699,1.0,22,0.045454545454545456,9.090909090909092
6147219186,20635699,1.0,15,0.06666666666666667,13.333333333333334
6160284363,20635699,6.0,28,0.21428571428571427,42.857142857142854
6155146926,20635699,3.0,20,0.15,30.0
6155678531,20635699,0.0,32,0.0,0.0
6159019205,20635699,1.0,17,0.058823529411764705,11.76470588235294
6159463353,20635699,5.0,38,0.13157894736842105,26.31578947368421
6160121918,20635699,4.0,14,0.2857142857142857,57.14285714285714
6156920829,20635699,4.0,26,0.15384615384615385,30.76923076923077
6158214237,20635699,2.0,30,0.06666666666666667,13.333333333333334
6159925862,20635699,1.0,28,0.03571428571428571,7.142857142857142
6159401629,20635699,2.0,29,0.06896551724137931,13.793103448275861
6158808245,20635699,4.0,12,0.3333333333333333,66.66666666666666
6149959826,20635699,1.0,49,0.02040816326530612,4.081632653061225
6152929731,20635699,5.0,42,0.11904761904761904,23.809523809523807
6157368559,20635699,1.0,24,0.041666666666666664,8.333333333333332
6158761558,20635699,2.0,46,0.043478260869565216,8.695652173913043
6155657305,20635699,3.0,27,0.1111111111111111,22.22222222222222
6157237871,20635699,3.0,13,0.23076923076923078,46.15384615384615
6151277972,20635699,5.0,25,0.2,40.0
6153169636,20635699,3.0,24,0.125,25.0
6153451511,20635699,7.0,12,0.5833333333333334,100.0
6143987804,20635699,6.0,24,0.25,50.0
6155350052,20635699,1.0,29,0.034482758620689655,6.896551724137931
6158263363,20635699,4.0,18,0.2222222222222222,44.44444444444444
6149624372,20635699,3.0,20,0.15,30.0
6158598587,20635699,7.0,13,0.5384615384615384,100.0
6156801980,20635699,1.0,23,0.043478260869565216,8.695652173913043
6156573091,20635699,3.0,19,0.15789473684210525,31.57894736842105
6153648505,20635699,2.0,29,0.06896551724137931,13.793103448275861
6155857717,20635699,5.0,24,0.20833333333333334,41.66666666666667
6157096262,20635699,6.0,27,0.2222222222222222,44.44444444444444
6153606977,20635699,5.0,40,0.125,25.0
6158376250,20635699,7.0,22,0.3181818181818182,63.63636363636363
6157132518,20635699,4.0,12,0.3333333333333333,66.66666666666666
6156375039,20635699,6.0,43,0.13953488372093023,27.906976744186046
6157612208,20635699,5.0,26,0.19230769230769232,38.46153846153847
6152026372,20635699,2.0,27,0.07407407407407407,14.814814814814813
6154180675,20635699,4.0,35,0.11428571428571428,22.857142857142858
6155477291,20635699,2.0,27,0.07407407407407407,14.814814814814813
6157212330,20635699,3.0,27,0.1111111111111111,22.22222222222222
6157038464,20635699,2.0,17,0.11764705882352941,23.52941176470588
6158347104,20635699,3.0,17,0.17647058823529413,35.294117647058826
6156276794,20635699,4.0,15,0.26666666666666666,53.333333333333336
6154977511,20635699,2.0,39,0.05128205128205128,10.256410256410255
6156274386,20635699,6.0,25,0.24,48.0
6157573065,20635699,6.0,18,0.3333333333333333,66.66666666666666
6158263215,20635699,1.0,48,0.020833333333333332,4.166666666666666
6153151331,20635699,4.0,28,0.14285714285714285,28.57142857142857
6151609896,20635699,6.0,29,0.20689655172413793,41.37931034482759
6154108616,20635699,2.0,32,0.0625,12.5
6157255737,20635699,3.0,41,0.07317073170731707,14.634146341463413
6152693487,20635699,4.0,39,0.10256410256410256,20.51282051282051
6157986102,20635699,4.0,16,0.25,50.0
6147148463,20635699,5.0,48,0.10416666666666667,20.833333333333336
6157301650,20635699,3.0,40,0.075,15.0
6158171360,20635699,4.0,11,0.36363636363636365,72.72727272727273
6157576999,20635699,6.0,19,0.3157894736842105,63.1578947368421
6157434817,20635699,5.0,35,0.14285714285714285,28.57142857142857
6156137876,20635699,4.0,16,0.25,50.0
6157707671,20635699,4.0,15,0.26666666666666666,53.333333333333336
6156954288,20635699,4.0,31,0.12903225806451613,25.806451612903224
6150580042,20635699,3.0,11,0.2727272727272727,54.54545454545454
6155784838,20635699,4.0,22,0.18181818181818182,36.36363636363637
6157237443,20635699,5.0,16,0.3125,62.5
6147797943,20635699,1.0,24,0.041666666666666664,8.333333333333332
6136609412,20635699,2.0,16,0.125,25.0
6157469335,20635699,6.0,42,0.14285714285714285,28.57142857142857
6157098262,20635699,4.0,31,0.12903225806451613,25.806451612903224
6157713313,20635699,6.0,31,0.1935483870967742,38.70967741935484
6157608862,20635699,0.0,33,0.0,0.0
6146068850,20635699,7.0,16,0.4375,87.5
6155683019,20635699,6.0,16,0.375,75.0
6147297401,20635699,3.0,25,0.12,24.0
6152957107,20635699,2.0,18,0.1111111111111111,22.22222222222222
6153423907,20635699,5.0,26,0.19230769230769232,38.46153846153847
6154851519,20635699,3.0,34,0.08823529411764706,17.647058823529413
6155029420,20635699,3.0,32,0.09375,18.75
6156991185,20635699,2.0,22,0.09090909090909091,18.181818181818183
6145759483,20635699,5.0,50,0.1,20.0
6154316507,20635699,3.0,16,0.1875,37.5
6156480559,20635699,2.0,23,0.08695652173913043,17.391304347826086
6152715511,20635699,4.0,19,0.21052631578947367,42.10526315789473
6155888113,20635699,3.0,25,0.12,24.0
6155245038,20635699,6.0,37,0.16216216216216217,32.432432432432435
6153715258,20635699,4.0,10,0.4,80.0
6154169545,20635699,5.0,34,0.14705882352941177,29.411764705882355
6156498310,20635699,3.0,14,0.21428571428571427,42.857142857142854
6154697130,20635699,3.0,26,0.11538461538461539,23.076923076923077
6152294825,20635699,3.0,30,0.1,20.0
6148126536,20635699,5.0,17,0.29411764705882354,58.82352941176471
6134676060,20635699,1.0,29,0.034482758620689655,6.896551724137931
6150491884,20635699,3.0,37,0.08108108108108109,16.216216216216218
6151679585,20635699,1.0,23,0.043478260869565216,8.695652173913043
6154572424,20635699,2.0,30,0.06666666666666667,13.333333333333334
6150920479,20635699,7.0,29,0.2413793103448276,48.275862068965516
6155216580,20635699,7.0,14,0.5,100.0
6150452575,20635699,3.0,28,0.10714285714285714,21.428571428571427
6154206036,20635699,5.0,27,0.18518518518518517,37.03703703703704
6152871387,20635699,5.0,24,0.20833333333333334,41.66666666666667
6152094047,20635699,3.0,16,0.1875,37.5
6142704348,20635699,1.0,43,0.023255813953488372,4.651162790697675
6154591094,20635699,3.0,44,0.06818181818181818,13.636363636363635
6154454759,20635699,2.0,22,0.09090909090909091,18.181818181818183
6153711178,20635699,2.0,16,0.125,25.0
6143043026,20635699,2.0,18,0.1111111111111111,22.22222222222222
6153344387,20635699,2.0,16,0.125,25.0
6147262832,20635699,4.0,24,0.16666666666666666,33.33333333333333
